Fips,CntyFips,StateName,StateFips,geometry,State Postal Abbreviation,County Name,Census 2000 Population,Census 2000 Housing Units,Land Area (square miles),Water Area (square miles),Latitude,Longitude,FIPS,PST045211,POP010210,POP050210,POP010200,AGE115210,AGE275210,AGE765210,SEX205210,RHI105210,RHI205210,RHI305210,RHI405210,RHI505210,RHI605210,RHI705210,RHI805210,POP715210,POP645210,POP815210,EDU635210,EDU685210,VET605210,LFE305210,HSG030210,HSG445210,HSG096210,HSG495210,HSD410210,HSD310210,INC910210,INC110210,PVY020210,BZA010209,BZA110209,BZA115209,NES010209,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030210,FED110209,LND110210,POP060210
01089,89,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-86.788254,34.559597 -86.782372,34.99699 -86.313065,34.995186 -86.303513,34.995377 -86.31395,34.973854 -86.294373,34.958782 -86.246178,34.943829 -86.242058,34.935081 -86.264351,34.925247 -86.290176,34.938225 -86.320107,34.933586 -86.317368,34.904888 -86.339851,34.890049 -86.344978,34.874287 -86.346191,34.858414 -86.331284,34.825752 -86.336617,34.750465 -86.350609,34.736755 -86.350845,34.634968 -86.321815,34.606911 -86.316238,34.593124 -86.29731,34.591698 -86.315468,34.571285 -86.302399,34.563202 -86.306274,34.536945 -86.333481,34.513142 -86.352097,34.521828 -86.362984,34.514851 -86.382851,34.520382 -86.38446,34.508156 -86.416557,34.486732 -86.468895,34.474926 -86.496658,34.477917 -86.536446,34.502113 -86.546333,34.550091 -86.563332,34.572788 -86.602432,34.587399 -86.621231,34.577412 -86.641777,34.550194 -86.660675,34.552471 -86.670341,34.578156 -86.690079,34.588177 -86.713615,34.586014 -86.75547,34.555195 -86.788254,34.559597</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Madison County,276700,120288,804.922458,7.927644,34.73079,-86.588226,1089,0,334811,21,276700,6.2,23.7,12.2,50.9,68.2,24,0.8,2.5,0.1,2.5,4.6,66.1,83.1,5.5,6.7,87.8,37.4,33909,20.8,146447,70.4,21.4,155600,126564,2.49,29918,55851,12,8143,154144,21.6,20514,26467,12.3,1.4,3.5,0,1.3,29.2,8650700,2970410,4438653,14145,596324,2137,9978211,801.59,417.7
01091,91,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.667114,31.998878 -88.069641,31.996048 -88.08873,32.016808 -88.095535,31.998198 -88.101959,32.001469 -88.115677,32.02079 -88.117218,32.056831 -88.087662,32.077438 -88.064445,32.075321 -88.044678,32.091938 -88.049187,32.111603 -88.039497,32.138832 -88.008133,32.166229 -88.007011,32.255558 -88.018143,32.268925 -88.016792,32.283493 -88.000961,32.289207 -87.996384,32.30191 -87.970161,32.312042 -87.938713,32.311611 -87.94178,32.293423 -87.931564,32.288723 -87.926285,32.309162 -87.933723,32.317013 -87.947975,32.337261 -87.97213,32.350807 -87.988434,32.349659 -88.040512,32.379963 -88.035179,32.433666 -88.000107,32.450066 -87.99395,32.459553 -87.952423,32.471752 -87.936668,32.498875 -87.895386,32.524269 -87.847649,32.518574 -87.857124,32.533745 -87.845398,32.548611 -87.819283,32.548679 -87.812172,32.524883 -87.727325,32.52541 -87.724945,32.485733 -87.52211,32.489212 -87.526497,32.312004 -87.466888,32.31004 -87.46833,32.274509 -87.517746,32.271282 -87.52314,32.140995 -87.620552,32.141289 -87.625259,32.00959 -87.666298,32.010723 -87.667114,31.998878</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Marengo County,22539,10127,977.04467,5.804761,32.331745,-87.788789,1091,0,21027,-6.7,22539,6.2,24.7,16.3,52.9,46.4,51.7,0.2,0.3,0.1,0.8,1.7,45.7,87.9,0.3,0.9,79.7,17.9,1669,21.1,10237,73.5,8.3,79000,8494,2.46,18323,32940,22.7,495,5963,-3.4,1179,1604,0,0,0,0,0,21.4,542135,64589,197221,9274,16684,32,212401,976.88,21.5
01093,93,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.949654,33.924973 -87.950386,34.027279 -87.982513,34.028614 -87.985802,34.059113 -88.202606,34.059017 -88.19931,34.090343 -88.167572,34.324047 -87.633705,34.312618 -87.637695,34.007217 -87.638802,33.914478 -87.949654,33.924973</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Marion County,31214,14416,741.41476,2.156788,34.116331,-87.878737,1093,0,30776,-1.4,31214,5.6,21.7,18.3,50.3,93.6,3.8,0.3,0.2,0,1.1,2.1,92.6,87.8,1.5,2.8,71,8.8,2534,23.7,14737,75.8,10.9,74700,12744,2.34,19030,32769,17.8,531,7378,-29.4,1933,2224,0,0,0,0,0,0,794483,162519,209924,7116,19081,7,266705,742.29,41.5
01095,95,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-86.060852,34.482693 -86.112656,34.433292 -86.11174,34.415993 -86.131264,34.415646 -86.126907,34.400517 -86.10685,34.400391 -86.100349,34.205597 -86.101303,34.196526 -86.191193,34.186848 -86.30291,34.104942 -86.448692,34.265739 -86.458237,34.291904 -86.479324,34.293362 -86.480408,34.308395 -86.579956,34.310024 -86.58033,34.403679 -86.546333,34.550091 -86.536446,34.502113 -86.496658,34.477917 -86.468895,34.474926 -86.416557,34.486732 -86.38446,34.508156 -86.382851,34.520382 -86.362984,34.514851 -86.352097,34.521828 -86.333481,34.513142 -86.306274,34.536945 -86.302399,34.563202 -86.315468,34.571285 -86.29731,34.591698 -86.316238,34.593124 -86.321815,34.606911 -86.138596,34.606323 -86.148132,34.553875 -86.132416,34.542965 -86.141594,34.537323 -86.141029,34.524578 -86.128708,34.525585 -86.121399,34.514011 -86.104485,34.530792 -86.092339,34.52771 -86.090576,34.479019 -86.060852,34.482693</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Marshall County,82231,36331,567.059769,56.101981,34.329598,-86.288884,1095,0,93019,13.1,82231,7,25,14.9,50.7,87.6,1.6,0.8,0.5,0.1,1.7,12.1,83.9,84.2,7.4,10.2,73.7,14.5,7612,24.4,40342,72.5,9.3,101300,34433,2.62,19875,37661,19.9,1886,29951,-8.3,6704,8700,0,0,0.9,0,1,24.9,3029491,1138701,1357696,15434,103539,53,714306,565.84,164.4
01097,97,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-88.429184,31.000511 -88.434547,31.120699 -88.326569,31.123266 -88.328285,31.152515 -88.015526,31.154263 -87.993279,31.171774 -87.973091,31.164648 -87.942795,31.15555 -87.937073,31.147249 -87.946991,31.131857 -87.943481,31.119476 -87.969032,31.096535 -87.956093,31.07443 -87.94178,31.069204 -87.94693,31.051004 -87.958809,31.043861 -87.965462,30.974508 -87.929703,30.947962 -87.990433,30.893515 -87.991188,30.881645 -87.95813,30.854683 -87.950478,30.836752 -87.957069,30.826332 -87.973595,30.82519 -88.020447,30.79612 -88.019791,30.744001 -88.135681,30.336958 -88.32032,30.404095 -88.401405,30.393353 -88.417229,30.736267 -88.429184,31.000511</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Mobile County,399843,165101,1233.090896,410.931906,30.722256,-88.139667,1097,0,412992,3.3,399843,6.8,25.1,12.9,52,60.2,34.6,0.9,1.8,0,1.5,2.4,59.1,85.7,3.2,4.8,82.3,19.8,35780,24.1,178196,68.4,17.7,120700,153302,2.61,21548,40996,19.2,9016,150599,-3.7,28736,34836,18.8,0,2.4,0,1.2,29.5,12407151,3268730,5225494,12895,562436,1026,4379855,1229.44,335.9
01099,99,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.424965,31.271328 -87.484421,31.270592 -87.495964,31.258471 -87.551094,31.236614 -87.61235,31.249086 -87.662437,31.259058 -87.680084,31.284006 -87.717598,31.306988 -87.763573,31.310909 -87.779938,31.322578 -87.782776,31.339973 -87.761612,31.35243 -87.756416,31.369699 -87.736549,31.346558 -87.719376,31.347654 -87.712761,31.356224 -87.717445,31.386889 -87.703346,31.393969 -87.691658,31.412954 -87.647141,31.436419 -87.636406,31.436697 -87.610085,31.415255 -87.59771,31.41687 -87.583305,31.436255 -87.563736,31.446873 -87.564888,31.488434 -87.611923,31.520279 -87.605713,31.532953 -87.562172,31.556854 -87.558601,31.660391 -87.567444,31.673321 -87.558647,31.703285 -87.512253,31.707491 -87.515335,31.822519 -87.498566,31.824959 -87.498352,31.833769 -87.2183,31.841057 -87.19268,31.831863 -86.912537,31.840815 -86.91526,31.756008 -87.014992,31.719019 -87.049515,31.717039 -87.058533,31.703547 -87.052887,31.676954 -87.081978,31.657961 -87.127457,31.648438 -87.137016,31.597521 -87.161324,31.556496 -87.165016,31.521879 -87.195663,31.464083 -87.22493,31.454182 -87.261314,31.419306 -87.293961,31.402607 -87.345657,31.354303 -87.364243,31.320414 -87.397949,31.301418 -87.424965,31.271328</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Monroe County,24324,11343,1025.854799,8.670924,31.555656,-87.359637,1099,0,23068,-5.2,24324,6,25.3,15.7,51.8,55.1,41.7,1.1,0.3,0,1.4,1,54.7,91.3,1.3,2.3,75.4,11.2,1409,23.4,11333,73.8,6,80400,9191,2.51,17652,30235,25.4,401,6412,-23.4,1476,2257,23.6,0,0,0,0,24.5,1251911,92815,212618,9342,14796,1,200300,1025.68,22.5
011001,1,District of Columbia,11,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.008232,38.966557 -76.911209,38.889988 -77.045448,38.78812 -77.035248,38.813915 -77.045189,38.829365 -77.040405,38.838413 -77.039078,38.862431 -77.067886,38.886101 -77.078949,38.9156 -77.122627,38.93206 -77.042389,38.993431 -77.008232,38.966557</coordinates></LinearRing></outerBoundaryIs></Polygon>",DC,District of Columbia,572059,274845,61.403254,6.937868,38.913611,-77.013222,11001,0,601723,5.2,572059,5.4,16.8,11.4,52.8,38.5,50.7,0.3,3.5,0.1,2.9,9.1,34.8,80,13,14.6,86.5,49.2,33139,29.3,296719,43.5,61.7,443300,257317,2.12,42078,58526,18.5,21210,466550,12.4,43145,55887,28.2,0.9,5.9,0,6.1,34.5,332844,2117990,3843716,6555,4278171,739,60719306,61.05,9856.6
01101,101,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-85.998077,32.056038 -86.001015,31.976288 -86.188126,31.972824 -86.301025,31.973354 -86.300346,32.058189 -86.400902,32.059177 -86.406937,32.25317 -86.436707,32.268574 -86.447716,32.264313 -86.463356,32.280693 -86.481796,32.280731 -86.488876,32.308731 -86.478279,32.330791 -86.49894,32.344109 -86.498161,32.350471 -86.48584,32.37476 -86.463799,32.383289 -86.454041,32.411293 -86.42601,32.405518 -86.406059,32.415916 -86.394516,32.419247 -86.392303,32.434231 -86.364761,32.429825 -86.342796,32.435596 -86.318573,32.429901 -86.309731,32.420082 -86.304176,32.423115 -86.321899,32.455524 -86.308151,32.486591 -86.29982,32.490913 -86.290375,32.482445 -86.26384,32.493084 -86.257179,32.509758 -86.184853,32.457066 -86.189293,32.441696 -86.179115,32.43821 -86.168983,32.446571 -86.145111,32.432648 -86.125305,32.438442 -86.12619,32.43026 -86.080818,32.423885 -86.057411,32.412231 -86.042778,32.411331 -86.033043,32.422886 -86.018852,32.424274 -85.994179,32.355122 -85.95816,32.334846 -85.950142,32.30769 -85.930847,32.290207 -85.931953,32.277473 -85.988327,32.278328 -85.988007,32.260986 -86.000603,32.258186 -85.998077,32.056038</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Montgomery County,223510,95437,789.763232,9.992397,32.331872,-86.260844,1101,0,229363,2.6,223510,6.9,24.5,12,52.4,39.5,54.7,0.3,2.1,0.1,1.3,3.6,38.4,79.6,3.9,5.4,84.7,30.5,20711,19.7,101641,63.2,22.4,121000,88772,2.46,24622,43725,18.9,5762,104319,-9.5,17550,21463,35.6,0.7,2.4,0,1.3,30.9,7956627,3275567,3238175,14351,402861,671,5085747,784.25,292.5
01103,103,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-86.546333,34.550091 -86.58033,34.403679 -86.579956,34.310024 -87.110062,34.315762 -87.098061,34.685429 -87.05806,34.659611 -87.019775,34.651081 -86.927299,34.591827 -86.831779,34.560146 -86.788254,34.559597 -86.75547,34.555195 -86.713615,34.586014 -86.690079,34.588177 -86.670341,34.578156 -86.660675,34.552471 -86.641777,34.550194 -86.621231,34.577412 -86.602432,34.587399 -86.563332,34.572788 -86.546333,34.550091</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Morgan County,111064,47388,582.213402,16.844744,34.507018,-86.91892,1103,0,119490,7.6,111064,6.3,24,14.1,50.7,79.8,11.9,0.9,0.6,0.1,2,7.7,77.5,86.1,5.1,6.7,80.8,19.1,10210,22.9,51193,73.1,13.7,115300,46375,2.5,23090,44349,15,2718,43314,-7.2,7181,10034,5.9,1.8,1,0,0,21.3,0,1213925,1637628,14222,154700,165,819697,579.34,206.3
01105,105,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.466888,32.31004 -87.526497,32.312004 -87.52211,32.489212 -87.518883,32.662743 -87.472549,32.663746 -87.469849,32.833141 -87.422386,32.831829 -87.419579,32.876408 -87.312592,32.873493 -87.310455,32.832008 -87.013954,32.832752 -87.014709,32.704311 -87.032135,32.687382 -87.043137,32.631126 -87.036034,32.596798 -87.074669,32.579407 -87.075584,32.549351 -87.112206,32.489521 -87.422203,32.484692 -87.420212,32.311012 -87.466888,32.31004</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Perry County,11861,5406,719.483766,4.593117,32.613284,-87.334017,1105,0,10591,-10.7,11861,6.4,24.1,16.7,53,30.3,68.7,0.2,0.3,0,0.4,1.1,29.7,87.3,0.1,0.9,71.5,13.3,591,29.1,4737,67.8,11.4,61000,3828,2.55,13433,25950,28.8,126,1519,-28.9,685,854,55.7,0,0,0,0,41.3,0,10360,34121,3181,2632,0,130849,719.66,14.7
01107,107,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.837006,33.158237 -87.926926,33.129471 -87.963257,33.09309 -88.032623,33.073975 -88.037979,33.050827 -88.07222,33.064461 -88.084015,33.047764 -88.140907,33.049824 -88.14772,33.035789 -88.166504,33.025085 -88.168762,32.988693 -88.339432,32.98737 -88.304794,33.288773 -88.274551,33.538685 -87.942017,33.531021 -87.834114,33.528603 -87.837006,33.158237</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Pickens County,20949,9520,881.418047,8.634491,33.27409,-88.088963,1107,0,19746,-5.7,20949,6,23.3,16.9,52.3,56.3,41.6,0.1,0.2,0,1.2,1.6,55.8,93.2,0.5,1.5,78.7,11.5,1771,29.9,9483,74.1,10.1,81100,8008,2.46,16278,28280,26.9,286,2931,-9.8,1023,1268,0,0,0,0,0,10,107619,36581,113222,5805,6302,4,214959,881.41,22.4
01109,109,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-86.188126,31.972824 -86.001015,31.976288 -85.998077,32.056038 -85.982872,32.057388 -85.981171,32.046844 -85.963303,32.047195 -85.963898,32.070484 -85.912323,32.062466 -85.911087,32.053757 -85.896507,32.053291 -85.895142,31.999409 -85.87822,31.991108 -85.879524,31.974268 -85.789261,31.97452 -85.793411,31.884754 -85.663475,31.881304 -85.672546,31.838251 -85.665482,31.782778 -85.700798,31.742891 -85.717262,31.679073 -85.743431,31.626076 -85.790916,31.623093 -86.000435,31.630297 -86.141106,31.624561 -86.179276,31.625244 -86.144989,31.673527 -86.143196,31.793978 -86.19606,31.793264 -86.200455,31.817583 -86.178352,31.843403 -86.187485,31.870594 -86.173981,31.909897 -86.188126,31.972824</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Pike County,29605,13981,671.033468,1.061715,31.792165,-85.93737,1109,0,32899,11.1,29605,5.6,20.3,12.8,52.3,58.2,36.6,0.6,2,0.1,1.5,2.2,57.4,77.9,3.9,5.7,79.4,23.7,2341,19.5,15267,56.3,18.7,93900,13013,2.38,19013,29181,28.6,643,10775,8.4,1684,2527,0,0,0,0,0,0,0,0,367926,12189,45692,88,303446,672.09,48.9
01111,111,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-85.642426,33.497353 -85.351967,33.499527 -85.344383,33.50745 -85.305031,33.490482 -85.293877,33.425762 -85.233902,33.129116 -85.233559,33.120018 -85.594826,33.114132 -85.650612,33.116936 -85.642426,33.497353</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Randolph County,22380,10285,581.045163,3.063392,33.262424,-85.445563,1111,0,22913,2.4,22380,6,23.9,17,51.5,76.5,20.1,0.4,0.2,0,1.1,2.8,75.4,85.6,1.5,2.9,71.6,12.2,1778,26.9,11982,75.9,4.8,88100,8529,2.59,19844,34593,21.5,367,3610,-29.3,1327,1550,7.1,0,0,0,0,0,401677,26751,161410,7209,9241,0,188182,580.55,39.5
01113,113,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-85.433167,32.239635 -85.430595,32.417881 -85.33123,32.416088 -85.330345,32.47443 -85.060135,32.481949 -85.060379,32.516617 -84.99572,32.518787 -84.989883,32.454693 -84.965454,32.429306 -84.971031,32.396667 -84.984558,32.386948 -84.971733,32.371357 -85.002159,32.346931 -85.005402,32.329445 -84.921143,32.292988 -84.894676,32.268585 -84.894089,32.259026 -84.905434,32.249405 -84.923752,32.247238 -84.916077,32.228405 -84.928444,32.217827 -84.975815,32.212097 -84.960457,32.191776 -85.007896,32.178726 -85.024452,32.166122 -85.053383,32.126484 -85.046257,32.09074 -85.056725,32.069489 -85.126381,32.078033 -85.126289,32.069817 -85.186363,32.069851 -85.190926,32.085545 -85.22065,32.106754 -85.229401,32.12534 -85.258293,32.152443 -85.411453,32.155361 -85.411102,32.162189 -85.429649,32.159668 -85.433167,32.239635</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Russell County,49756,22831,641.317185,6.061578,32.376002,-85.1011,1113,0,52947,6.4,49756,7.6,25.5,12.7,52.2,53.7,41.8,0.4,0.4,0.2,2.1,3.7,52.1,78.9,1.5,3.7,76.9,11.9,5360,22.3,24595,62.3,17.8,93300,20174,2.53,17415,32481,23.3,851,11030,-1.2,3609,3823,33.9,0,0,0,1,32.4,0,0,428236,8526,56392,934,449151,641.14,82.6
01115,115,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-86.521263,33.548054 -86.522583,33.556736 -86.553947,33.557995 -86.552727,33.61985 -86.545494,33.621483 -86.545052,33.633305 -86.536201,33.633987 -86.53537,33.655804 -86.527107,33.65559 -86.524086,33.720577 -86.535103,33.721313 -86.537415,33.733204 -86.548378,33.735302 -86.54847,33.762146 -86.584892,33.763527 -86.584808,33.795368 -86.532738,33.798138 -86.510124,33.811203 -86.425644,33.822174 -86.347618,33.8783 -86.347565,33.906956 -86.339439,33.916283 -86.325348,33.922268 -86.32618,33.94276 -86.277939,33.984184 -86.267517,33.981617 -86.269264,33.966202 -86.254967,33.963528 -86.222107,33.980793 -86.202103,33.982044 -86.174309,33.958054 -86.161514,33.920383 -86.147804,33.917259 -86.138016,33.900143 -86.112091,33.898018 -86.092484,33.865147 -86.064217,33.866127 -86.05262,33.853043 -86.050858,33.830242 -86.064545,33.808357 -86.041855,33.771278 -86.078926,33.745087 -86.103561,33.737621 -86.117592,33.719833 -86.142456,33.71965 -86.146439,33.67836 -86.161858,33.67926 -86.175446,33.697403 -86.202469,33.684982 -86.172951,33.66502 -86.164604,33.640663 -86.172371,33.626778 -86.196068,33.614265 -86.189903,33.590424 -86.211769,33.581947 -86.212318,33.568764 -86.191437,33.554058 -86.192924,33.544998 -86.230927,33.519234 -86.246078,33.499184 -86.263229,33.497391 -86.26976,33.512596 -86.283058,33.510693 -86.340134,33.420334 -86.379349,33.402744 -86.380669,33.507919 -86.48584,33.508904 -86.485458,33.547577 -86.521263,33.548054</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,St. Clair County,64742,27303,633.752239,19.858272,33.667273,-86.329327,1115,0,83593,29.1,64742,6.6,23.7,13.1,49.9,88.2,8.6,0.3,0.6,0.1,1.3,2.1,87.3,85.7,1.9,2.8,79.3,14.5,7217,30.1,35541,82.2,5.5,126500,29574,2.64,22192,48837,10.6,1230,13181,5.4,5175,6061,2.4,1,1.4,0,0,28.1,985409,317458,581324,7404,70254,111,479715,631.9,132.3
01117,117,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.018333,33.250843 -86.983154,33.25235 -86.981216,33.261414 -86.97081,33.260731 -86.972664,33.27124 -86.946281,33.272022 -86.947609,33.282063 -86.931145,33.281696 -86.932106,33.302654 -86.915474,33.307289 -86.908958,33.321709 -86.894684,33.321384 -86.888649,33.337631 -86.834763,33.338669 -86.835075,33.361889 -86.775688,33.378242 -86.777473,33.390118 -86.757408,33.397835 -86.754852,33.423714 -86.722908,33.424767 -86.722404,33.438862 -86.705299,33.440269 -86.703766,33.452518 -86.67952,33.453293 -86.680481,33.472431 -86.614594,33.467609 -86.614227,33.477612 -86.597122,33.478546 -86.595352,33.496704 -86.582695,33.496384 -86.585114,33.505547 -86.571869,33.506123 -86.573669,33.51709 -86.560539,33.514477 -86.56015,33.524937 -86.545425,33.520916 -86.544601,33.528179 -86.521538,33.526218 -86.521263,33.548054 -86.485458,33.547577 -86.48584,33.508904 -86.380669,33.507919 -86.379349,33.402744 -86.350273,33.373272 -86.348053,33.360012 -86.366631,33.34914 -86.371887,33.327435 -86.359497,33.307518 -86.39283,33.284302 -86.436279,33.282738 -86.426231,33.258797 -86.432655,33.248951 -86.457382,33.248245 -86.465096,33.233425 -86.463318,33.208336 -86.479691,33.210594 -86.49897,33.194256 -86.485512,33.15884 -86.463821,33.138233 -86.463608,33.129574 -86.48175,33.128235 -86.488976,33.111122 -86.509132,33.099812 -86.521545,33.032284 -86.565819,33.03434 -86.605125,33.067219 -86.61718,33.06707 -86.617249,33.080276 -86.884125,33.077133 -86.885315,33.057583 -86.90284,33.057526 -86.904289,33.06348 -86.919052,33.06427 -86.919876,33.072483 -86.937378,33.07333 -86.938057,33.086098 -86.949524,33.087265 -86.950027,33.105488 -86.969681,33.107746 -86.968491,33.161896 -86.982147,33.163563 -86.983513,33.172241 -87.020203,33.173954 -87.018333,33.250843</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Shelby County,143293,59302,794.694346,14.831568,33.26912,-86.698665,1117,0,195085,36.1,143293,6.7,25.6,10.6,51,83,10.6,0.3,1.9,0,1.4,5.9,80.2,85,5.6,7.5,91.5,39.6,14211,29,80970,80.6,11.4,193900,71759,2.59,33978,68380,7.4,4900,76171,33.4,14255,18393,5.7,0.6,0,0,2,30.5,1723017,4385596,2520488,13737,301893,473,1041343,784.93,248.5
01119,119,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.933723,32.317013 -88.425758,32.309082 -88.393799,32.580334 -88.348007,32.924629 -88.339432,32.98737 -88.168762,32.988693 -88.159966,32.959 -88.182343,32.961536 -88.178391,32.935993 -88.196945,32.938026 -88.206558,32.918102 -88.192406,32.914757 -88.182144,32.875027 -88.15519,32.853764 -88.180092,32.834019 -88.149635,32.827286 -88.123375,32.830616 -88.110741,32.80405 -88.068245,32.800335 -88.079544,32.778618 -88.104538,32.784389 -88.108444,32.77943 -88.108612,32.738899 -88.087456,32.732719 -88.082214,32.720814 -88.116844,32.704388 -88.114281,32.695248 -88.093185,32.686333 -88.05159,32.696285 -88.038589,32.69202 -88.055862,32.671288 -88.056793,32.649891 -88.077766,32.634216 -88.058296,32.597073 -88.013092,32.598766 -87.961067,32.614925 -87.942795,32.630623 -87.886993,32.616631 -87.853745,32.618431 -87.836777,32.596775 -87.854881,32.589748 -87.867577,32.6077 -87.888496,32.596153 -87.871109,32.568115 -87.870499,32.544872 -87.857124,32.533745 -87.847649,32.518574 -87.895386,32.524269 -87.936668,32.498875 -87.952423,32.471752 -87.99395,32.459553 -88.000107,32.450066 -88.035179,32.433666 -88.040512,32.379963 -87.988434,32.349659 -87.97213,32.350807 -87.947975,32.337261 -87.933723,32.317013</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Sumter County,14798,6953,904.935239,8.36588,32.558734,-88.215706,1119,0,13763,-7,14798,5.5,22.3,15,54.5,24.2,75,0.1,0.2,0,0.3,0.6,24,88.2,0.1,0.5,75.4,12.8,706,23.8,6786,68.3,14.5,66300,4952,2.77,14460,25338,34.8,220,2986,3.7,742,730,57.5,0,0,0,0,0,0,76499,59636,4494,8199,5,187467,903.89,15.2
01121,121,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-86.488976,33.111122 -86.48175,33.128235 -86.463608,33.129574 -86.463821,33.138233 -86.485512,33.15884 -86.49897,33.194256 -86.479691,33.210594 -86.463318,33.208336 -86.465096,33.233425 -86.457382,33.248245 -86.432655,33.248951 -86.426231,33.258797 -86.436279,33.282738 -86.39283,33.284302 -86.359497,33.307518 -86.371887,33.327435 -86.366631,33.34914 -86.348053,33.360012 -86.350273,33.373272 -86.379349,33.402744 -86.340134,33.420334 -86.283058,33.510693 -86.26976,33.512596 -86.263229,33.497391 -86.246078,33.499184 -86.230927,33.519234 -86.192924,33.544998 -86.191437,33.554058 -86.212318,33.568764 -86.211769,33.581947 -86.189903,33.590424 -86.196068,33.614265 -86.172371,33.626778 -86.164604,33.640663 -86.172951,33.66502 -86.202469,33.684982 -86.175446,33.697403 -86.161858,33.67926 -86.146439,33.67836 -86.048157,33.678642 -86.043938,33.661678 -86.025841,33.646572 -86.025955,33.631557 -86.01548,33.618954 -86.018349,33.604019 -85.994598,33.604668 -85.993866,33.596451 -85.793182,33.594715 -85.793564,33.56332 -85.793022,33.551468 -85.856529,33.501606 -85.908401,33.499596 -85.909744,33.458214 -85.924583,33.458679 -85.924934,33.402695 -85.94249,33.403698 -85.943192,33.388237 -85.981117,33.388954 -85.979553,33.301037 -86.122421,33.300781 -86.122711,33.204262 -86.174843,33.204422 -86.173332,33.110115 -86.488976,33.111122</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Talladega County,80321,34469,739.53187,20.716945,33.368498,-86.178278,1121,0,82291,2.5,80321,6,23.4,14.1,51.3,65.3,31.7,0.3,0.4,0,1.3,2,64.5,84.5,1.9,2.5,75.7,11.9,7080,24.6,37088,73,9.6,87000,31151,2.52,18713,36948,18.4,1317,21858,4,3795,4872,0,0,1.5,0,0,26.6,9054200,0,730728,9113,67078,116,715605,736.78,111.7
01123,123,Alabama,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-85.589676,32.731216 -85.608284,32.730034 -85.610672,32.714619 -85.683151,32.716164 -85.683372,32.700218 -85.697029,32.699764 -85.695381,32.597603 -85.714302,32.600517 -85.714195,32.591396 -85.801384,32.590168 -85.79895,32.502106 -85.882225,32.501148 -85.88459,32.556839 -85.894997,32.591358 -85.894707,32.657898 -85.912811,32.679436 -85.88726,32.749722 -85.958092,32.751945 -85.959747,32.763847 -85.980598,32.761307 -85.981667,32.749489 -86.005722,32.748409 -86.005463,32.754322 -86.003067,33.093193 -85.977875,33.092873 -85.975929,33.111942 -85.650612,33.116936 -85.594826,33.114132 -85.589676,32.731216</coordinates></LinearRing></outerBoundaryIs></Polygon>",AL,Tallapoosa County,41475,20510,717.93303,48.300275,32.850131,-85.835005,1123,0,41616,0.3,41475,5.8,22.2,17.3,51.5,69.9,26.6,0.3,0.5,0,1,2.5,69.3,84.3,1.5,2.7,76.1,15.7,3829,23.7,22111,73.3,8.9,91300,16282,2.51,22542,36904,17.5,782,11868,-53.2,2301,3528,13,0,0,0,0,35,0,0,362304,8881,28222,9,359711,716.52,58.1
